2 False
-149.62965,-114.78704
148.70372,-114.78704
149.07408,115
-149.62965,115
1 False
-133.8889,-13.416619
-120.55557,-21.296198
-115.00001,-23.851831
-108.33334,-26.620281
-100.74075,-29.175915
-92.77779,-30.453661
-87.40742,-29.814789
-79.44444,-29.175915
-73.148155,-25.342535
-71.85186,-17.888872
-75.555565,-8.305493
-79.81483,1.9166198
-83.70371,9.370422
-88.33334,16.185211
-93.70371,16.824224
-97.03705,13.629718
-104.44446,11.074084
-113.518524,5.75
-121.4815,1.4907043
-129.25928,-2.9814086
-134.07408,-11.074084
0 False
-147.40742,-111.80549
-70.18519,-103.92591
-55.370377,-101.37028
-26.851856,-96.89817
-14.0740795,-90.50929
-9.259264,-89.87042
8.148141,-96.04633
31.296305,-99.87958
49.25926,-101.15746
64.81482,-101.15746
87.03705,-99.87958
105.55557,-98.81479
124.07408,-96.89817
146.11113,-94.981544
146.11113,-71.98141
123.518524,-74.96296
97.777794,-76.87958
70.55557,-79.00929
43.8889,-78.796196
20.925936,-76.2407
0.5555571,-70.91662
-24.25926,-53.453663
-32.40741,-36.842533
-35.92593,0.4259155
-35.74074,25.129578
-32.40741,52.81479
-32.40741,78.15746
-33.888893,99.45366
-44.62964,111.80549
-65.740746,112.231544
-93.518524,91.78704
-119.81483,67.93521
-138.33334,47.703663
-148.8889,35.990704
-148.14816,8.518591
-130.55557,26.620422
-115.185196,43.444508
-98.148155,60.907463
-83.8889,74.75
-68.8889,87.95366
-60.74075,94.12958
-55.000008,93.27775
-57.407413,43.657463
-58.70371,1.4907043
-56.48149,-28.111126
-45.92593,-58.56479
-45.185184,-64.52775
-102.96297,-73.47225
-128.51854,-76.2407
-146.29631,-79.00929
