-77.22224,8.305634
-69.81483,-2.3425353
-61.481483,-10.222253
-54.259262,-16.824083
-48.14815,-21.509295
-39.814823,-26.407324
-32.22223,-31.305634
-25.555563,-33.861126
-18.14815,-36.41662
-11.851851,-38.333378
-5.1851845,-39.398167
3.3333423,-40.03704
10.370369,-39.824085
18.14815,-38.759155
25.555553,-36.842533
33.148155,-34.925915
40.18518,-31.51845
48.703716,-27.685211
55.555565,-23
62.22223,-18.740704
70.18519,-11.925916
76.48148,-6.1759152
82.77779,-0.21295775
87.22223,5.3240843
91.11113,11.5
next
